y1,x1_COBYQA,x1_BOBYQA,x1_COBYLA,x1_PY-BOBYQA,y2,x2_COBYQA,x2_BOBYQA,x2_COBYLA,x2_PY-BOBYQA,y3,x3_COBYQA,x3_BOBYQA,x3_COBYLA,x3_PY-BOBYQA,y4,x4_COBYQA,x4_BOBYQA,x4_COBYLA,x4_PY-BOBYQA,y5,x5_COBYQA,x5_BOBYQA,x5_COBYLA,x5_PY-BOBYQA,y6,x6_COBYQA,x6_BOBYQA,x6_COBYLA,x6_PY-BOBYQA,y7,x7_COBYQA,x7_BOBYQA,x7_COBYLA,x7_PY-BOBYQA,y8,x8_COBYQA,x8_BOBYQA,x8_COBYLA,x8_PY-BOBYQA,y9,x9_COBYQA,x9_BOBYQA,x9_COBYLA,x9_PY-BOBYQA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0
0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0
0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0
0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0
0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.09686153925258897,0.05128205128205128,0.0,0.05690239123447722,0.0,0.0611402948139042,0.05128205128205128,0.0,0.08511661363795076,0.0,0.0,0.05128205128205128,0.0,0.11433267547899516,0.0,0.0
0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.09686153925258897,0.06410256410256411,0.0,0.05690239123447722,0.0,0.0611402948139042,0.06410256410256411,0.0,0.08511661363795076,0.0,0.0,0.06410256410256411,0.0,0.11433267547899516,0.0,0.0
0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.0,0.0,0.0,0.06410256410256411,0.0,0.26505357347044584,0.005624549193878107,0.0,0.06410256410256411,0.0,0.20069735023712892,0.06340289757529094,0.0,0.06410256410256411,0.09686153925258897,0.17997866610623509,0.09632611707502427,0.20312656181071873,0.06410256410256411,0.19264507794239583,0.41503749927884376,0.0,0.12363134916837747,0.06410256410256411,0.2671040701428407,0.41503749927884376,0.019917873304539695,0.10035052533246891,0.06410256410256411,0.19984057934659982,0.41503749927884376,0.3235759477688445,0.1653749344645107
0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.26505357347044584,0.005624549193878107,0.0,0.07692307692307693,0.0,0.20069735023712892,0.06340289757529094,0.0,0.07692307692307693,0.09686153925258897,0.17997866610623509,0.09632611707502427,0.20312656181071873,0.07692307692307693,0.19264507794239583,0.41503749927884376,0.0,0.12363134916837747,0.07692307692307693,0.2671040701428407,0.41503749927884376,0.019917873304539695,0.10035052533246891,0.07692307692307693,0.19984057934659982,0.41503749927884376,0.3235759477688445,0.1653749344645107
0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.043267453904169265,0.0,0.0,0.07692307692307693,0.03671177835652103,0.41503749927884376,0.12755004972051084,0.0,0.07692307692307693,0.014006857993879207,0.41503749927884376,0.5097267350915783,0.014006857993879207,0.07692307692307693,0.5815956496227572,0.41503749927884376,0.3253338819500934,0.48542682717024166,0.07692307692307693,0.4579233121320203,0.7369655941662062,0.32004689102074946,0.48542682717024166,0.07692307692307693,0.48314768761110466,0.7369655941662062,0.35535526010093793,0.48542682717024166,0.07692307692307693,0.21150410519371182,0.7369655941662062,0.38304319630415107,0.48542682717024166
0.08974358974358974,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.043267453904169265,0.0,0.0,0.08974358974358974,0.03671177835652103,0.41503749927884376,0.12755004972051084,0.0,0.08974358974358974,0.014006857993879207,0.41503749927884376,0.5097267350915783,0.014006857993879207,0.08974358974358974,0.5815956496227572,0.41503749927884376,0.3253338819500934,0.48542682717024166,0.08974358974358974,0.4579233121320203,0.7369655941662062,0.32004689102074946,0.48542682717024166,0.08974358974358974,0.48314768761110466,0.7369655941662062,0.35535526010093793,0.48542682717024166,0.08974358974358974,0.21150410519371182,0.7369655941662062,0.38304319630415107,0.48542682717024166
0.08974358974358974,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.0,0.0,0.0,0.08974358974358974,0.0,0.09485918634144118,0.0,0.0,0.08974358974358974,0.21916852046216156,0.7369655941662062,0.7058168955955418,0.0,0.08974358974358974,0.243739716480152,0.7369655941662062,0.7283266758923335,0.1582620839167324,0.08974358974358974,0.6763855284847512,0.7369655941662062,0.6410285631419153,0.8262369869072803,0.08974358974358974,0.6496681901089716,0.8214128979376375,0.5794243171797264,0.7418829773276772,0.08974358974358974,0.5849625007211562,0.9175779453064212,0.7762785181910321,0.6464106451015881,0.08974358974358974,0.47154952036949643,1.1375035237499351,0.8554143781174333,0.6744477756376361
0.10256410256410257,0.0,0.0,0.0,0.0,0.10256410256410257,0.0,0.0,0.0,0.0,0.10256410256410257,0.0,0.09485918634144118,0.0,0.0,0.10256410256410257,0.21916852046216156,0.7369655941662062,0.7058168955955418,0.0,0.10256410256410257,0.243739716480152,0.7369655941662062,0.7283266758923335,0.1582620839167324,0.10256410256410257,0.6763855284847512,0.7369655941662062,0.6410285631419153,0.8262369869072803,0.10256410256410257,0.6496681901089716,0.8214128979376375,0.5794243171797264,0.7418829773276772,0.10256410256410257,0.5849625007211562,0.9175779453064212,0.7762785181910321,0.6464106451015881,0.10256410256410257,0.47154952036949643,1.1375035237499351,0.8554143781174333,0.6744477756376361
